region_code,grid_id,cell_code,dataset_id,signal_name,signal_value,unit,acquisition_timestamp,processing_timestamp,cloud_cover_pct,quality_flag,source_name,source_url,provenance_type
IN-TN-CHE,1,CHE_G001,openstreetmap_contextual_layer,road_density,17.7695,km/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,1,CHE_G001,openstreetmap_contextual_layer,building_density,782.06,buildings/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,1,CHE_G001,openstreetmap_contextual_layer,estimated_building_coverage_pct,11.06,%,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,1,CHE_G001,openstreetmap_contextual_layer,poi_density,5.43,pois/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,2,CHE_G002,openstreetmap_contextual_layer,road_density,16.5131,km/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,2,CHE_G002,openstreetmap_contextual_layer,building_density,469.36,buildings/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,2,CHE_G002,openstreetmap_contextual_layer,estimated_building_coverage_pct,6.64,%,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,2,CHE_G002,openstreetmap_contextual_layer,poi_density,3.5,pois/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,3,CHE_G003,openstreetmap_contextual_layer,road_density,2.6388,km/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,3,CHE_G003,openstreetmap_contextual_layer,building_density,58.91,buildings/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,3,CHE_G003,openstreetmap_contextual_layer,estimated_building_coverage_pct,0.83,%,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,3,CHE_G003,openstreetmap_contextual_layer,poi_density,0.4,pois/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,4,CHE_G004,openstreetmap_contextual_layer,road_density,0.0,km/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
IN-TN-CHE,4,CHE_G004,openstreetmap_contextual_layer,building_density,0.0,buildings/km2,2026-09-03T09:25:28.596075+00:00,2026-09-03T09:25:28.596075+00:00,0.0,VALID_OSM_EXTRACT,OpenStreetMap Overpass API,https://overpass-api.de/api/interpreter,CALCULATED
